企业名(name),中文名(name_cn),当前一级(tag_l1),当前二级(tag_l2),被审目标标签,是否问题(是/否),原二级(被审那个),建议二级(若问题),理由(≤40字),国家(country),简介(description简)
ŌURA,欧若拉,医疗健康|消费品,健康监测|智能硬件,健康监测,是,健康监测,智能硬件,实体硬件非监测服务,,Oura智能戒指，收集20+种生物特征数据
ŌURA,欧若拉,医疗健康|消费品,健康监测|智能硬件,智能硬件,否,智能硬件,,,,Oura智能戒指，收集20+种生物特征数据
积水房屋 (Sekisui House),积水房屋 (Sekisui House),养老服务,适老化|适老化改造,适老化,否,适老化,,,,住宅改造相关，适老化改造似乎只占一小部分
HealthKart,,食品营养,保健品|营养食品,保健品,否,保健品,,,,印度最大消费者营养平台，蛋白质补充剂
Ivory,,医疗健康,认知症,认知症,否,认知症,,,,大脑健康初创公司，覆盖1500万面临痴呆症风险的印度人
Khyaal,,文娱社交,文娱,文娱,否,文娱,,,,印度老年人超级应用，覆盖300万+老年用户
Seniorworld,,文娱社交,文娱|社交平台,文娱,否,文娱,,,,印度规模最大的老年人社区，20万老年人
Seniorworld,,文娱社交,文娱|社交平台,社交平台,否,社交平台,,,,印度规模最大的老年人社区，20万老年人
Landmark Health,,养老服务,居家护理,居家护理,否,居家护理,,,,为患有多种慢性病的复杂老年患者群体提供居家医疗服务，隶属于Optum/UHG，被Optum以35亿美元收购
Optum (Home & Community),,养老服务|文娱社交,专业护理|居家护理|文娱,居家护理,否,居家护理,,,,UHG旗下Optum Home & Community（含Landmark），深度布局老年居家和社区护理，UHG是最大M
Optum (Home & Community),,养老服务|文娱社交,专业护理|居家护理|文娱,专业护理,否,专业护理,,,,UHG旗下Optum Home & Community（含Landmark），深度布局老年居家和社区护理，UHG是最大M
Optum (Home & Community),,养老服务|文娱社交,专业护理|居家护理|文娱,文娱,否,文娱,,,,UHG旗下Optum Home & Community（含Landmark），深度布局老年居家和社区护理，UHG是最大M
DispatchHealth,,养老服务,专业护理|居家护理,居家护理,否,居家护理,,,,提供上门的紧急和急性护理服务（移动急诊室/居家医院模式），老年人是核心受益者。总融资额约7.3亿美元
DispatchHealth,,养老服务,专业护理|居家护理,专业护理,否,专业护理,,,,提供上门的紧急和急性护理服务（移动急诊室/居家医院模式），老年人是核心受益者。总融资额约7.3亿美元
Medically Home,,养老服务,居家护理,居家护理,否,居家护理,,,,"提供""居家医院""技术和服务平台，赋能医疗系统将急性护理转移到家庭，主要服务老年患者。总融资额约2.7-2.8亿美元"
Iora Health,,养老服务|金融保险,产业资本|护理平台,产业资本,是,产业资本,护理平台,产业资本为背景标签，真实业务为护理平台（建议移除）,,创立之初就专注于老年人(Medicare受益者)的初级保健，强调关系和团队协作。被Amazon通过One Medical
Philips (Lifeline),飞利浦（Lifeline）,养老服务|消费品|金融保险,产业资本|居家护理|智能硬件,居家护理,是,居家护理,智能硬件,真实业务更贴合智能硬件,,飞利浦Lifeline是个人紧急响应系统（PERS）的先驱品牌，提供可穿戴紧急呼叫设备和24/7紧急响应服务，2006年
Philips (Lifeline),飞利浦（Lifeline）,养老服务|消费品|金融保险,产业资本|居家护理|智能硬件,智能硬件,否,智能硬件,,,,飞利浦Lifeline是个人紧急响应系统（PERS）的先驱品牌，提供可穿戴紧急呼叫设备和24/7紧急响应服务，2006年
Philips (Lifeline),飞利浦（Lifeline）,养老服务|消费品|金融保险,产业资本|居家护理|智能硬件,产业资本,否,产业资本,,,,飞利浦Lifeline是个人紧急响应系统（PERS）的先驱品牌，提供可穿戴紧急呼叫设备和24/7紧急响应服务，2006年
Best Buy Health,百思买健康,养老服务|医疗健康,居家护理|慢病管理,居家护理,是,居家护理,慢病管理,真实业务更贴合慢病管理,,提供PERS(Lively)、RPM(Current Health)及技术服务整合(Geek Squad)，主要服务老年
Encompass Health,,养老服务|医疗健康,专业护理|居家护理|远程医疗,居家护理,是,居家护理,康复医疗,真实业务更贴合康复医疗,,上市公司(EHC)，数十亿营收。远程康复、数据分析优化流程，成熟连锁医疗服务体系。海量老年康复/居家患者
Encompass Health,,养老服务|医疗健康,专业护理|居家护理|远程医疗,专业护理,否,专业护理,,,,上市公司(EHC)，数十亿营收。远程康复、数据分析优化流程，成熟连锁医疗服务体系。海量老年康复/居家患者
AccentCare,,养老服务,专业护理|居家护理,居家护理,否,居家护理,,,,PE大额并购支撑，规模头部。以线下服务交付为主，连锁居家机构标准化运营。2019收购，2018融资3.75亿
AccentCare,,养老服务,专业护理|居家护理,专业护理,否,专业护理,,,,PE大额并购支撑，规模头部。以线下服务交付为主，连锁居家机构标准化运营。2019收购，2018融资3.75亿
Right At Home,,养老服务,专业护理|居家护理,居家护理,否,居家护理,,,,Right at Home是居家护理加盟品牌，提供个人护理、companionship、护理管理等服务，在全美和全球拥有
Right At Home,,养老服务,专业护理|居家护理,专业护理,否,专业护理,,,,Right at Home是居家护理加盟品牌，提供个人护理、companionship、护理管理等服务，在全美和全球拥有
LHC Group,,养老服务|医疗健康,临终关怀|居家护理,居家护理,否,居家护理,,,,美国家庭医疗保健服务商，主要为老年慢性病患者提供居家医疗、临终关怀、医疗护理以及家庭健康等服务。2005年上市融资672
Aveanna Healthcare,,养老服务|医疗健康,临终关怀|居家护理,居家护理,否,居家护理,,,,美国家庭健康、临终关怀服务提供商，主要业务还包括儿科治疗、个人护理等。2021年上市融资4.59亿美元
InnovAge,,养老服务,专业护理|养老社区|居家护理,居家护理,否,居家护理,,,,提供老年人全包护理计划(PACE)，为居家老人提供处方药、医疗保健、家庭护理、体检、医院就诊、上门协助、交通、营养等服务
InnovAge,,养老服务,专业护理|养老社区|居家护理,专业护理,否,专业护理,,,,提供老年人全包护理计划(PACE)，为居家老人提供处方药、医疗保健、家庭护理、体检、医院就诊、上门协助、交通、营养等服务
Addus HomeCare,爱德斯家庭护理,养老服务,专业护理|居家护理,居家护理,否,居家护理,,,,美国家庭护理服务提供商，以家庭及社区为基础，面向老人、长期病患、残疾人士等提供个人护理、日常生活活动支援、成人日间看护等
Addus HomeCare,爱德斯家庭护理,养老服务,专业护理|居家护理,专业护理,否,专业护理,,,,美国家庭护理服务提供商，以家庭及社区为基础，面向老人、长期病患、残疾人士等提供个人护理、日常生活活动支援、成人日间看护等
The Pennant Group,,养老服务|医疗健康,临终关怀|居家护理,居家护理,否,居家护理,,,,美国家庭健康、临终关怀、家庭护理、辅助生活、独立生活、记忆护理服务提供商。2019年上市
Enhabit,,养老服务|医疗健康,临终关怀|居家护理,居家护理,否,居家护理,,,,成立于2014年，美国家庭健康、临终关怀服务商。2022年上市
Ready Responders,,养老服务|医疗健康,健康管理|居家护理,健康管理,否,健康管理,,,,美国家庭健康服务提供商，为患者提供紧急护理、出院后的过渡护理以及社区护理等医疗服务。2020年B+C轮1.02亿美元，谷
Ready Responders,,养老服务|医疗健康,健康管理|居家护理,居家护理,否,居家护理,,,,美国家庭健康服务提供商，为患者提供紧急护理、出院后的过渡护理以及社区护理等医疗服务。2020年B+C轮1.02亿美元，谷
Kenbi,,养老服务,居家护理,居家护理,否,居家护理,,,,提供家庭护理、家庭健康、家政服务、亲属支持、陪伴等服务。2021.12天使轮后战略投资2664万美元
Emoha Elder Care,,养老服务,专业护理|居家护理,居家护理,否,居家护理,,,,印度老年人护理服务商，主要在老年人家中提供360度护理服务，将实践、护理协议和技术解决方案结合在一起。2023.10 A
Emoha Elder Care,,养老服务,专业护理|居家护理,专业护理,否,专业护理,,,,印度老年人护理服务商，主要在老年人家中提供360度护理服务，将实践、护理协议和技术解决方案结合在一起。2023.10 A
BelleVie,,养老服务|医疗健康,专业护理|居家护理|认知症,认知症,否,认知症,,,,英国居家护理提供商，包括个人护理、陪伴、做家务，以及痴呆症、帕金森、癌症等专业护理。2019年种子轮260万英镑
BelleVie,,养老服务|医疗健康,专业护理|居家护理|认知症,居家护理,否,居家护理,,,,英国居家护理提供商，包括个人护理、陪伴、做家务，以及痴呆症、帕金森、癌症等专业护理。2019年种子轮260万英镑
BelleVie,,养老服务|医疗健康,专业护理|居家护理|认知症,专业护理,否,专业护理,,,,英国居家护理提供商，包括个人护理、陪伴、做家务，以及痴呆症、帕金森、癌症等专业护理。2019年种子轮260万英镑
Voize,,文娱社交|智能科技,数字化|社交平台,社交平台,否,社交平台,,,,AI语音护理记录助手，利用AI将护理员口述语音自动转化为合规的结构化文档。已在德国1000+家养老机构落地
Orion,,医疗健康|消费品,健康监测|智能硬件,健康监测,否,健康监测,,,,AI智能温控床垫罩，对标Eight Sleep，通过水循环调节床垫温度，AI监测睡眠数据。价格比竞品低$400-$800
Orion,,医疗健康|消费品,健康监测|智能硬件,智能硬件,否,智能硬件,,,,AI智能温控床垫罩，对标Eight Sleep，通过水循环调节床垫温度，AI监测睡眠数据。价格比竞品低$400-$800
Arya Health,,医疗健康|文娱社交|智能科技,康复医疗|数字化|社交平台,社交平台,否,社交平台,,,,AI康复后护理管理平台，为康复护理机构提供AI代理，自动化管理康复护理流程
IO Health Technologies,,养老服务|医疗健康|文娱社交,临终关怀|智慧养老|文娱,文娱,否,文娱,,,,AI驱动的居家医疗/临终关怀合规平台，为居家医疗和临终关怀机构提供AI平台，确保行政合规和质量
Synchron,,医疗健康|智能科技,AI科技|认知症,认知症,否,认知症,,,,非手术脑机接口(BCI)，帮助瘫痪患者恢复沟通和行动能力。微创植入，未来将扩展至与衰老相关的认知和功能衰退
Hippocratic AI,,文娱社交|智能科技,数字化|文娱|社交平台,文娱,否,文娱,,,,医疗AI代理，执行低风险、面向患者的行政和运营任务。估值35亿；已与50+大型医疗系统/支付方合作；累计完成1.15亿+
Hippocratic AI,,文娱社交|智能科技,数字化|文娱|社交平台,社交平台,否,社交平台,,,,医疗AI代理，执行低风险、面向患者的行政和运营任务。估值35亿；已与50+大型医疗系统/支付方合作；累计完成1.15亿+
Nila,,养老服务|文娱社交,专业护理|旅游,专业护理,否,专业护理,,,,医疗保健管理平台，帮助海外人士照顾家乡的年迈亲属。解决全球化背景下的跨境老年护理和管理痛点
Sunrise Group,,医疗健康|智能科技,健康监测|睡眠科技,健康监测,否,健康监测,,,,睡眠科技公司，扩大旗下Dreem Health业务。推进其获得FDA批准的睡眠呼吸暂停技术在全国范围的推广，2015年成
Eight Sleep,八睡眠,医疗健康|智能科技|消费品,健康监测|智能硬件|睡眠科技,健康监测,是,健康监测,智能硬件,实体硬件非监测服务,,智能床系统(消费品)。开发AI睡眠代理；计划进军医疗领域(更年期睡眠、睡眠呼吸暂停)，寻求FDA批准
Eight Sleep,八睡眠,医疗健康|智能科技|消费品,健康监测|智能硬件|睡眠科技,智能硬件,否,智能硬件,,,,智能床系统(消费品)。开发AI睡眠代理；计划进军医疗领域(更年期睡眠、睡眠呼吸暂停)，寻求FDA批准
Leal Therapeutics,,医疗健康,认知症,认知症,否,认知症,,,,开发治疗神经精神或神经退行性疾病患者的药物，典型代表是阿尔茨海默病、帕金森病等
Jocasta Neuroscience,,医疗健康|智能科技,认知症|长寿科技,认知症,否,认知症,,,,专注于长寿(Longevity)领域，研发专有的长寿蛋白配方(α-Klotho)，用于治疗神经退行性疾病中的认知障碍等疾
Wellth,,医疗健康|金融保险,产业资本|健康管理|慢病管理,健康管理,是,健康管理,保险,医保/保险属保险,,数字健康公司，利用行为经济学和财务激励提高慢性病人群的依从性。明确服务于Medicare Advantage(MA)、M
Wellth,,医疗健康|金融保险,产业资本|健康管理|慢病管理,产业资本,是,产业资本,健康管理,产业资本为背景标签，真实业务为健康管理（建议移除）,,数字健康公司，利用行为经济学和财务激励提高慢性病人群的依从性。明确服务于Medicare Advantage(MA)、M
SetPoint Medical,,医疗健康|智能科技|消费品,康复医疗|智能硬件|长寿科技,智能硬件,否,智能硬件,,,,神经免疫调节疗法开发商，研发SetPoint System(植入式设备)，通过迷走神经刺激治疗类风湿性关节炎(RA)。2
世道护理,世道护理,养老服务,专业护理,专业护理,否,专业护理,,,,小户型静音折叠电动护理床，一线城市高客单
Clairvoyant Networks,,医疗健康,健康监测|远程医疗,健康监测,否,健康监测,,,,远程监测解决方案（Theora360云平台），利用AI最大化长者与慢性病患者的生活质量。
Embodied Labs,,文娱社交,文娱,文娱,否,文娱,,,,开发虚拟现实沉浸式培训，让人从他人视角体会以提供更好护理。
Phoenix Hipwear,,医疗健康,健康监测,健康监测,否,健康监测,,,,柔软轻量髋关节保护服饰，防跌倒损伤。
Brava,,消费品|食品营养,智能硬件|营养食品,智能硬件,否,智能硬件,,,,用光技术烹饪，精准快速搞定三餐。
Homage,,养老服务,居家护理|护理平台,居家护理,否,居家护理,,,,新加坡灵活个性化老人健康与照护平台，App预约上门照护。
DNX,,医疗健康|精神健康,健康监测|心理健康服务,健康监测,否,健康监测,,,,通过语音消息与干预改善老人远程监测、行为改变与孤独缓解。
Elder,,养老服务,居家护理|护理平台,居家护理,否,居家护理,,,,英国居家照护平台，24小时内匹配评估过的live-in看护者。
Patronus,,医疗健康,健康管理,健康管理,否,健康管理,,,,以现代数字化技术改善老年医疗被忽视现状的平台。
Emoha,,养老服务,居家护理,居家护理,否,居家护理,,,,印度居家与旅行老人照护服务，含紧急响应与预防监测。
Lindera,,医疗健康,健康监测,健康监测,否,健康监测,,,,开发AI步行分析App优化日常照护并专注防跌倒。
Labrador,,智能科技|消费品,智能硬件|机器人,智能硬件,否,智能硬件,,,,辅助机器人公司，移动机器人帮老人送餐取物提升独立生活。
SmartQare,,医疗健康,健康监测,健康监测,否,健康监测,,,,多传感器设备viQtor实现24/7生命体征与跌倒监测。
Aloe Care Health,,医疗健康,健康监测,健康监测,否,健康监测,,,,为老人与照护者提供含跌倒检测的医疗警报系统与4G设备。
GrandCare Systems,,医疗健康|消费品,智能硬件|远程医疗,智能硬件,否,智能硬件,,,,远程支持与辅助技术，通过触摸屏与传感器提升独立生活。
Cuideo,,养老服务,居家护理|护理平台,居家护理,否,居家护理,,,,西班牙居家老人照护服务，平台匹配本地训练看护者。
Senniors,,养老服务,居家护理,居家护理,否,居家护理,,,,西班牙超100城上门照护，含理疗心理等综合居家疗法。
GrandPad,,消费品|精神健康,心理健康服务|智能硬件,智能硬件,否,智能硬件,,,,专为老人设计的平板，含4G、私人家庭网络与24/7客服。
LIBIFY,,医疗健康,健康监测,健康监测,否,健康监测,,,,德国紧急呼叫系统（家用/移动），含跌倒传感器与GPS定位。
Herewith,,养老服务,居家护理,居家护理,否,居家护理,,,,旧金山上门照护平台，App做背景调查与虚拟面试匹配看护。
RetroBrain R&D,,医疗健康,认知症|认知训练,认知症,否,认知症,,,,开发手势控制游戏机memoreCare，科学改善老人身心健康。
Jubo Health,,养老服务|医疗健康,健康监测|居家护理,健康监测,否,健康监测,,,,连网照护方案VitalLink测生命体征、FamilyLine管探访。
Jubo Health,,养老服务|医疗健康,健康监测|居家护理,居家护理,否,居家护理,,,,连网照护方案VitalLink测生命体征、FamilyLine管探访。
CARU,,医疗健康,健康监测,健康监测,否,健康监测,,,,瑞士紧急呼叫系统，支持按钮/语音与自动跌倒检测。
PalCare,,医疗健康|智能科技,健康监测|照护系统,健康监测,是,健康监测,智能硬件,实体硬件非监测服务,,养老紧急呼叫、护士呼叫、门禁与走失管理硬件软件平台。
Care Daily,,医疗健康|智能科技,AI科技|健康监测,健康监测,否,健康监测,,,,AI管家学行为基线，预测隐秘健康问题与节能安防。
ZIBRIO,,医疗健康,健康监测,健康监测,否,健康监测,,,,平衡测量设备，用稳定性秤预测跌倒风险。
Intus Care,,医疗健康|智能科技,AI科技|健康监测,健康监测,否,健康监测,,,,养老医疗分析平台，预测住院与慢病风险优化PACE照护。
Effectivate,,医疗健康|智能科技,AI科技|认知症|认知训练,认知症,否,认知症,,,,机器学习脑训练平台，个性化改善老人记忆与认知。
CareConnectMD,,养老服务|医疗健康,健康管理|居家护理,健康管理,否,健康管理,,,,25年经验将价值型照护带入急性后设置的复杂病患。
CareConnectMD,,养老服务|医疗健康,健康管理|居家护理,居家护理,否,居家护理,,,,25年经验将价值型照护带入急性后设置的复杂病患。
Endear Health,,医疗健康,健康管理,健康管理,否,健康管理,,,,API连接平台让支付方与供方为老人提供最佳会员体验。
Sensi,,医疗健康,健康监测,健康监测,否,健康监测,,,,触发式音频分析平台，在家护中预测预防异常且保隐私。
Sensara,,医疗健康,健康监测,健康监测,否,健康监测,,,,自学习传感技术，仅发相关警报让老人自由活动防跌。
Good Life Sorted,,消费品,智能硬件,智能硬件,否,智能硬件,,,,老人App与智能家技术提醒用药、连社交减孤立。
Sage,,医疗健康|智能科技,AI科技|健康监测,健康监测,否,健康监测,,,,AI养老护理平台，预测分析预防跌倒与衰退，服务护理机构。
The Helper Bees,,养老服务|金融保险,养老金融|居家护理,居家护理,否,居家护理,,,,提供审核家居护理服务的技术平台，与保险计划集成。
Haelo,,医疗健康|消费品,健康监测|智能硬件,健康监测,否,健康监测,,,,持续监测戒指，实时检测跌倒与健康异常。
Haelo,,医疗健康|消费品,健康监测|智能硬件,智能硬件,否,智能硬件,,,,持续监测戒指，实时检测跌倒与健康异常。
Neursantys,,医疗健康|精神健康,健康监测|心理健康服务,健康监测,否,健康监测,,,,非侵入式生物电子平台测量并恢复前庭平衡，降跌倒风险。
Cadense,,消费品,智能硬件|鞋服,智能硬件,否,智能硬件,,,,结合机器人与生物力学的自适应鞋，帮助行走困难者。
Cherish,,医疗健康,健康监测,健康监测,否,健康监测,,,,雷达传感器隐私优先环境监测，实时检测风险无需穿戴/摄像头。
Mindr,,医疗健康,认知症,认知症,否,认知症,,,,AI驱动教练平台，为中年期（尤其照护者）提供每日脑健康活动降痴呆风险。
Pepper,,文娱社交,文娱,文娱,否,文娱,,,,社交烹饪App，连接家庭厨师共享食谱、留存家庭美食记忆。
Ultrahuman,,医疗健康,健康监测,健康监测,否,健康监测,,,,追踪睡眠、运动、血糖等生物标志物的产品套件优化健康。
优龙机器人,优龙机器人,康复辅具|消费品,外骨骼|智能硬件,智能硬件,否,智能硬件,,,,柔性外骨骼助行产品，通过二类医疗器械认证，医养双落地。
程天科技,程天科技,康复辅具|消费品,外骨骼|智能硬件,智能硬件,否,智能硬件,,,,智慧康养外骨骼助行器（消费级“易行EasyGo”），数百台15秒售罄。
乐聚机器人,乐聚机器人,养老服务|智能科技,居家护理|机器人,居家护理,否,居家护理,,,,推出家庭场景人形机器人，布局居家养老陪伴。
欧圣电气(伊利诺),欧圣电气,养老服务|智能科技,专业护理|机器人,专业护理,否,专业护理,,,,旗下伊利诺ICARE-BOT二便智能护理机器人获多国认证并批量生产。
腾讯 Robotics X,腾讯,养老服务|智能科技,居家护理|机器人,居家护理,是,居家护理,机器人,真实业务更贴合机器人,,居家服务机器人“小五”，面向人机协作的养老服务。
傲鲨智能,傲鲨智能,康复辅具|消费品,外骨骼|智能硬件,智能硬件,是,智能硬件,适老化,养老用品/辅具属适老化,,外骨骼“养老辅具”，探索社区共享租赁模式。
杭州智元研究院,杭州智元研究院,康复辅具|消费品,外骨骼|智能硬件,智能硬件,否,智能硬件,,,,开启外骨骼产品个人预售（踏山AsExo-TK1000髋部助行外骨骼）。
新奈医疗,新奈医疗,医疗健康,健康监测,健康监测,否,健康监测,,,,聚焦老年睡眠呼吸治疗，AI呼吸机产品打开市场。
九为健康,九为健康,医疗健康|智能科技,AI科技|健康管理,健康管理,是,健康管理,药品,中医/中药/处方药属药品,,探索中医智能化服务。
问岐健康,问岐健康,医疗健康|智能科技,AI科技|健康管理,健康管理,是,健康管理,药品,中医/中药/处方药属药品,,探索中医智能化服务。
朗毅机器人,朗毅机器人,消费品,智能硬件,智能硬件,否,智能硬件,,,,专注具身导航大脑研发，为养老场景提供技术基座。
矩侨工业,矩侨工业,医疗健康|智能科技,健康监测|机器人,健康监测,是,健康监测,智能硬件,实体硬件非监测服务,,柔性传感技术成功适配康复机器人与老年穿戴设备。
Salvo Health,,医疗健康|金融保险,产业资本|慢病管理|远程医疗,产业资本,是,产业资本,慢病管理,产业资本为背景标签，真实业务为慢病管理（建议移除）,,纽约慢病管理公司，聚焦胃肠道慢性病的长期治疗，结合“食物即药物”与行为健康，患者症状改善率76%、肠胃相关急诊使用下降7
Gardia,,医疗健康,健康监测,健康监测,否,健康监测,,,,德国健康科技公司（microsynetics GmbH），提供无需智能手机的 AI 跌倒检测腕带与移动应急系统，自动检测
Ceresti,,养老服务|医疗健康|智能科技,居家护理|照护系统|认知症,认知症,否,认知症,,,,为认知症（痴呆）患者家庭照护者提供支持的平台，结合 GUIDE 模式提供培训、协调与远程指导。2025年8月完成1170
Ceresti,,养老服务|医疗健康|智能科技,居家护理|照护系统|认知症,居家护理,是,居家护理,认知症,真实业务更贴合认知症,,为认知症（痴呆）患者家庭照护者提供支持的平台，结合 GUIDE 模式提供培训、协调与远程指导。2025年8月完成1170
Sukoon Unlimited,,文娱社交|精神健康,心理健康服务|文娱,文娱,否,文娱,,,,印度 AgeTech 初创，以社区驱动模式对抗老年人孤独，提供陪伴与活动服务。2025年1月完成43万美元融资。
Hera,,养老服务|智能科技|金融保险,产业资本|护理平台|照护系统,产业资本,否,产业资本,,,,AI 驱动的护理协调平台，帮助养老运营商整合居民安全、护理计划、人员排班与应急响应。2026年6月完成2700万美元A轮
Aerska,,医疗健康|精神健康,心理健康服务|认知症,认知症,否,认知症,,,,生物科技公司，利用“脑 shuttle”技术将 RNA 药物系统性递送至大脑，开发针对阿尔茨海默病等 CNS 疾病的治疗
Herself Health,,女性健康|金融保险,产业资本|女性健康服务,产业资本,否,产业资本,,,,面向 65 岁以上、参加 Medicare 的女性提供进阶初级医疗服务的医疗科技公司，关注老年女性的特异性健康需求。融资
新双派,新双派,养老服务|消费品,智能硬件|适老化,适老化,否,适老化,,,,专注智能助行轮椅的银发硬件公司，主打碳纤维一体压铸智能助行轮椅，支持免弯腰自动折叠，兼顾轻量化与智能化，曾获美国 MUS
新双派,新双派,养老服务|消费品,智能硬件|适老化,智能硬件,否,智能硬件,,,,专注智能助行轮椅的银发硬件公司，主打碳纤维一体压铸智能助行轮椅，支持免弯腰自动折叠，兼顾轻量化与智能化，曾获美国 MUS
AvevoRx,,养老服务,居家护理,居家护理,否,居家护理,,,,居家专科输液药房服务，为患者在家提供输液药物与治疗履约。
Complete Care Management Services,,养老服务,居家护理,居家护理,否,居家护理,,,,基于价值的居家协调照护管理、过渡期照护、再住院率降低项目。
Anytime Home Care,,养老服务,居家护理,居家护理,否,居家护理,,,,提供陪伴、个人护理、生活协助、备餐、家务等非医疗居家照护。
Pansy Homecare,,养老服务|医疗健康,居家护理|认知症,认知症,否,认知症,,,,以私人付费为主的居家照护机构，专注家庭场景下的失智症（dementia）照护。
Pansy Homecare,,养老服务|医疗健康,居家护理|认知症,居家护理,否,居家护理,,,,以私人付费为主的居家照护机构，专注家庭场景下的失智症（dementia）照护。
BrightStar Care,,养老服务,居家护理,居家护理,否,居家护理,,,,"提供个人居家照护、补充性护理人员派遣及家庭医疗服务，网络逾15,000名照护者。"
HomeWell Franchising,,养老服务,居家护理,居家护理,否,居家护理,,,,为老年人及居家不便者提供个人护理、陪伴与家务服务的居家护理特许经营体系。
Sodalis Senior Living,,养老服务|医疗健康,养老社区|认知症,认知症,否,认知症,,,,个性化辅助生活与记忆照护运营商，旗下23个社区覆盖德州、佛州、乔治亚，含早期痴呆Bridges项目。
Nano Hearing Aids,,养老服务,适老化,适老化,否,适老化,,,,面向轻中度听力损失的OTC（非处方）助听器品牌，DTC直达消费者销售。
IntellaTriage,,医疗健康,临终关怀|健康监测,健康监测,否,健康监测,,,,为居家医疗与安宁疗护机构提供护士主导的全天候分诊与看护解决方案。
Teton.ai,,医疗健康|智能科技|消费品,AI科技|健康监测|智能硬件,健康监测,否,健康监测,,,,丹麦AI医疗公司，通过计算机视觉与传感器预测老年护理场景中的跌倒与健康衰退风险，帮助养老机构从被动响应转向主动预防。
Teton.ai,,医疗健康|智能科技|消费品,AI科技|健康监测|智能硬件,智能硬件,是,智能硬件,健康监测,真实业务更贴合健康监测,,丹麦AI医疗公司，通过计算机视觉与传感器预测老年护理场景中的跌倒与健康衰退风险，帮助养老机构从被动响应转向主动预防。
Lizzy Care,,养老服务|医疗健康,养老机构|认知症,认知症,否,认知症,,,,美国家庭痴呆症居家照护协调平台，连接专业照护团队、家属与资源，提供远程照护协调与个性化健康教育。
Zingage,,养老服务|智能科技,AI科技|专业护理,专业护理,否,专业护理,,,,纽约AI居家护理交付平台，自动化排班、调度与报销流程，帮助居家护理机构提升运营效率与覆盖率。
Gladys,,养老服务|智能科技,AI科技|专业护理,专业护理,否,专业护理,,,,英国AI居家护理技术平台，旨在通过技术改善英国破碎的居家照护体系，优化护理人员调度与服务质量。
Janus Living,,养老服务|金融保险,产业资本|养老社区,产业资本,否,产业资本,,,,美国养老地产纯Play REIT，由Healthpeak注入34个养老社区组合，2026年申报美股IPO，目标估值约50
BrainCheck,,医疗健康|智能科技,AI科技|认知症,认知症,否,认知症,,,,数字认知评估与照护平台，2026年2月追加1300万美元Series A，用AI辅助早期痴呆/认知障碍筛查，帮助医疗系统
Enzo Health,,养老服务|医疗健康|智能科技,AI科技|专业护理|临终关怀,专业护理,否,专业护理,,,,开发AI工作流工具，自动完成患者接入与病历审核等任务，面向家居健康与临终关怀机构，2025年获2000万美元Series
PillSafe,,消费品,智能硬件,智能硬件,是,智能硬件,健康管理,智能药盒/用药管理属健康管理,,无线用药依从性系统公司，2026年3月获种子轮融资，瞄准庞大的非依从性用药市场，提供智能药盒+远程监护。
Welltower,Welltower｜医疗地产信托,金融保险,产业资本,产业资本,否,产业资本,,,,全球最大医疗地产信托(REIT)，纽交所代码 WELL，专注养老社区、医疗办公楼与长期急症护理地产的持有与运营，是美国'
Ventas,Ventas｜医疗REIT,金融保险,产业资本,产业资本,否,产业资本,,,,美国老牌医疗地产信托(REIT)，纽交所代码 VTR，资产覆盖养老社区、医疗办公楼与生物实验室，是养老地产证券化另一龙头
Omega Healthcare Investors,Omega 医疗投资者,金融保险,产业资本,产业资本,否,产业资本,,,,专注 skilled nursing(专业护理院)与长期急症医院的医疗 REIT，纽交所代码 OHI，是美国护理院地产最
CareTrust REIT,CareTrust REIT,金融保险,产业资本,产业资本,否,产业资本,,,,专注养老社区与医疗地产的 REIT，纳斯达克代码 CTRE，2014 年从 Ensign Group 分拆，以高出租率与
Option Care Health,Option Care 健康,养老服务,居家护理,居家护理,否,居家护理,,,,美国最大独立居家输液与专科药房服务商，纳斯达克代码 OPCH，为慢病与复杂用药患者提供上门输液治疗。
The Ensign Group,Ensign 集团,养老服务|金融保险,产业资本|养老机构,产业资本,否,产业资本,,,,美国西部领先的专业护理院与康复服务商，纳斯达克代码 ENSG，并分拆出 CareTrust REIT 与 Pennant
National Health Investors,国家医疗投资者,金融保险,产业资本,产业资本,否,产业资本,,,,专注养老社区与医疗地产的 REIT，纽交所代码 NHI，以稳健租约与运营商合作伙伴关系著称。
Sabra Health Care REIT,Sabra 医疗REIT,养老服务|金融保险,产业资本|养老机构,产业资本,否,产业资本,,,,专注 skilled nursing 与养老社区的医疗 REIT，纳斯达克代码 SBRA，2010 年从 Sun Hea
LTC Properties,LTC 地产,金融保险,产业资本,产业资本,否,产业资本,,,,专注养老社区与护理院的 REIT，纽交所代码 LTC，成立于 1992 年，以组合多元化著称。
Healthcare Realty Trust,医疗地产信托,金融保险,产业资本,产业资本,否,产业资本,,,,专注医疗办公楼( Medical Office Building)的 REIT，纽交所代码 HR，2022 年与 Hea
AdaptHealth,AdaptHealth,医疗健康,健康监测|医疗器械,健康监测,是,健康监测,智能硬件,实体硬件非监测服务,,美国领先家用医疗设备(HME)与服务商，纳斯达克代码 AHCO，提供呼吸机、氧气、营养与行动辅助等上门服务。
