name,name_cn,tag_l1,tag_l2,business_tags_customer,business_tags_role,business_tags_channel
Uniper Care,,文娱社交,陪伴机器人,未标注,服务商,
Axena Health,,医疗健康,女性健康服务,未标注,服务商,
Neursantys,,医疗健康,健康监测;心理健康服务,未标注,服务商,
Cadense,,消费品,智能硬件;鞋服,未标注,服务商,
Cherish,,医疗健康,健康监测,未标注,服务商,
Diligent Robotics,,智能科技,机器人,未标注,服务商,
Elemind,,医疗健康,心理健康服务,未标注,服务商,
Mindr,,医疗健康,认知症,未标注,服务商,
Healthnix,,食品营养,营养食品,未标注,服务商,
Jona,,智能科技;食品营养,AI科技;营养食品,未标注,服务商,
Miils,,食品营养,营养食品,未标注,服务商,
Pepper,,文娱社交,老年文娱,未标注,服务商,
Ultrahuman,,医疗健康,健康监测,未标注,服务商,
玄源科技 X-ORIGIN-AI,玄源科技,文娱社交,陪伴机器人,未标注,服务商,
优龙机器人,优龙机器人,康复辅具;消费品,外骨骼;智能硬件,未标注,服务商,
程天科技,程天科技,康复辅具;消费品,外骨骼;智能硬件,未标注,服务商,
傅利叶智能,傅利叶智能,康复辅具;智能科技,AI科技;外骨骼;康复;机器人,未标注,服务商,
乐聚机器人,乐聚机器人,智能科技;生活照护,居家护理;机器人,未标注,服务商,
迈步机器人,迈步机器人,康复辅具;智能科技,康复;机器人,未标注,服务商,
卓道医疗,卓道医疗,康复辅具,康复,未标注,服务商,
江苏艾雨文承,江苏艾雨文承,文娱社交;智能科技,机器人;陪伴机器人,未标注,服务商,
麦迪科技,麦迪科技,智能科技,机器人,未标注,服务商,
达闼机器人,达闼机器人,智能科技,机器人,未标注,服务商,
欧圣电气(伊利诺),欧圣电气,智能科技;生活照护,专业护理;机器人,未标注,服务商,
中科行智,中科行智,智能科技,机器人,未标注,服务商,
大象机器人,大象机器人,文娱社交;智能科技,机器人;陪伴机器人,未标注,服务商,
萌友智能,萌友智能,文娱社交;智能科技,机器人;陪伴机器人,未标注,服务商,
中科源码,中科源码,医疗健康;文娱社交;智能科技,心理健康服务;机器人;陪伴机器人,未标注,服务商,
森丽康科技,森丽康科技,医疗健康;文娱社交;智能科技,心理健康服务;机器人;陪伴机器人,未标注,服务商,
腾讯 Robotics X,腾讯,智能科技;生活照护,居家护理;机器人,未标注,服务商,
海尔兄弟机器人,海尔,智能科技,机器人,未标注,服务商,
傲鲨智能,傲鲨智能,康复辅具;消费品,外骨骼;智能硬件,未标注,服务商,
星动纪元,星动纪元,智能科技,机器人,未标注,服务商,
杭州智元研究院,杭州智元研究院,康复辅具;消费品,外骨骼;智能硬件,未标注,服务商,
智听科技,智听科技,消费品,助听器,未标注,服务商,
新奈医疗,新奈医疗,医疗健康,健康监测,未标注,服务商,
百善九号,百善九号,智能科技,照护系统,未标注,服务商,
分音塔科技,分音塔科技,文娱社交,陪伴机器人,未标注,服务商,
九为健康,九为健康,医疗健康;智能科技,AI科技;健康管理,未标注,服务商,
问岐健康,问岐健康,医疗健康;智能科技,AI科技;健康管理,未标注,服务商,
朗毅机器人,朗毅机器人,消费品,智能硬件,未标注,服务商,
矩侨工业,矩侨工业,医疗健康;智能科技,健康监测;机器人,未标注,服务商,
骅羲智能,骅羲智能,智能科技,机器人,未标注,服务商,
中天益寿林,中天益寿林,医疗健康,远程医疗,未标注,服务商,
百联繁花里,百联繁花里,渠道零售,银发零售,未标注,服务商,
澳维诺,澳维诺,食品营养,营养食品,未标注,服务商,
好健康 goodhealth,好健康,食品营养,营养食品,未标注,服务商,
可氏利夫,可氏利夫,消费品,个护,未标注,服务商,
乐霂,乐霂,消费品,个护,未标注,服务商,
韩束,韩束,产业服务;消费品,个护;银发日用,未标注,服务商,
珀莱雅,珀莱雅,消费品,个护,未标注,服务商,
卡唯朵,卡唯朵,产业服务;消费品,个护;银发日用,未标注,服务商,
不老谜语,不老谜语,产业服务;消费品,个护;银发日用,未标注,服务商,
斯凯奇,斯凯奇,产业服务;消费品,银发日用;鞋服,未标注,服务商,
因你 inne,因你inne,食品营养,营养食品,未标注,服务商,
京东方 BOE,京东方,生活照护,智慧养老,未标注,服务商,
Celularity,,智能科技,长寿科技,未标注,服务商,
Altos Labs,,智能科技,长寿科技,未标注,服务商,
Andromeda Robotics,,医疗健康;智能科技,心理健康服务;机器人,未标注,技术服务商,
Salvo Health,,医疗健康;金融保险,产业资本;慢病管理;远程医疗,未标注,服务商,
Xella Health,,医疗健康;智能科技,女性健康服务;长寿科技,未标注,服务商,
Gardia,,医疗健康,健康监测,未标注,技术服务商,
Ceresti,,医疗健康;智能科技;生活照护,居家护理;照护系统;认知症,未标注,服务商,
Sukoon Unlimited,,医疗健康;文娱社交,心理健康服务;老年文娱,未标注,服务商,
Hera,,智能科技;生活照护;金融保险,产业资本;护理平台;照护系统,未标注,技术服务商,
Aerska,,医疗健康,心理健康服务;认知症,未标注,服务商,
Herself Health,,医疗健康;金融保险,产业资本;女性健康服务,未标注,服务商,
Altek Corporation,华晶科技,生活照护,智慧养老,未标注,技术服务商,
银河通用机器人,银河通用,智能科技,AI科技;机器人,未标注,服务商,
自变量机器人,自变量,智能科技,AI科技;机器人,未标注,技术服务商,
新双派,新双派,消费品;生活照护,智能硬件;辅具;适老化产品,未标注,技术服务商,
智医向量机器人,智医向量,智能科技,AI科技,未标注,技术服务商,
浙江人形机器人创新中心,浙江人形机器人创新中心,智能科技,机器人,未标注,服务商,
AvevoRx,,生活照护,居家护理,未标注,服务商,
Complete Care Management Services,,生活照护,居家护理,未标注,服务商,
Anytime Home Care,,生活照护,居家护理,未标注,服务商,
Pansy Homecare,,医疗健康;生活照护,居家护理;认知症,未标注,服务商,
BrightStar Care,,生活照护,居家护理,未标注,服务商,
HomeWell Franchising,,生活照护,居家护理,未标注,服务商,
Sodalis Senior Living,,养老住房;医疗健康,养老社区;认知症,未标注,服务商,
Nano Hearing Aids,,产业服务;消费品,感官辅助;辅具,未标注,服务商,
IntellaTriage,,医疗健康,临终关怀;健康监测,未标注,服务商,
White Orchid Hospice,,医疗健康,临终关怀,未标注,服务商,
HealthFlex Hospice,,医疗健康,临终关怀,未标注,服务商,
Seraphina Therapeutics (fatty15),,产业服务;食品营养,营养食品;银发日用,未标注,服务商,
Teton.ai,,医疗健康;智能科技;消费品,AI科技;健康监测;智能硬件,B2B,技术服务商,
Lizzy Care,,养老住房;医疗健康,养老机构;认知症,B2B+B2C,平台,
Zingage,,智能科技;生活照护,AI科技;专业护理,B2B,技术服务商,
Gladys,,智能科技;生活照护,AI科技;专业护理,B2B,技术服务商,
Janus Living,,养老住房;金融保险,产业资本;养老社区,未标注,服务商,
Healthpeak Properties,,养老住房,养老社区,未标注,服务商,
The Care Team,,医疗健康,临终关怀,B2B,服务商,
VitalCaring,,医疗健康,临终关怀,B2B,服务商,
ECP,,智能科技,照护系统,B2B,服务商,
Biopeak,,智能科技,长寿科技,B2B+B2C,服务商,
Blue Longevity Clinic,,智能科技,长寿科技,B2B+B2C,服务商,线下
LegUp,,生活照护,护理平台,B2B+B2C,平台,
BrainCheck,,医疗健康;智能科技,AI科技;认知症,B2B,服务商,
Sonida Senior Living,,养老住房,养老社区,未标注,平台,
Cadence,,医疗健康;智能科技,AI科技;慢病管理,B2B,技术服务商,
Enzo Health,,医疗健康;智能科技;生活照护,AI科技;专业护理;临终关怀,B2B,技术服务商,
Avaí Bio,,智能科技,长寿科技,未标注,制造商(药),
Validose,,医疗健康,慢病管理,B2B,技术服务商,
PillSafe,,消费品,智能硬件,B2B+B2C,服务商,
SilverAssist,,生活照护,护理平台,B2B,服务商,
国民养老保险,国民养老保险,金融保险,保险科技,B2B+B2C,服务商,
Welltower,Welltower｜医疗地产信托,金融保险,产业资本,未标注,制造商(消费品),
Ventas,Ventas｜医疗REIT,金融保险,产业资本,未标注,平台,
Omega Healthcare Investors,Omega 医疗投资者,金融保险,产业资本,未标注,服务商,
CareTrust REIT,CareTrust REIT,金融保险,产业资本,未标注,平台,
Option Care Health,Option Care 健康,生活照护,居家护理,B2B+B2C,服务商,
The Ensign Group,Ensign 集团,养老住房;金融保险,产业资本;养老机构,未标注,服务商,
National Health Investors,国家医疗投资者,金融保险,产业资本,未标注,服务商,
Sabra Health Care REIT,Sabra 医疗REIT,养老住房;金融保险,产业资本;养老机构,未标注,平台,
LTC Properties,LTC 地产,金融保险,产业资本,未标注,服务商,
Healthcare Realty Trust,医疗地产信托,金融保险,产业资本,未标注,服务商,
AdaptHealth,AdaptHealth,医疗健康,健康监测;医疗器械,B2B+B2C,制造商(硬件/设备),
Medical Properties Trust,医疗地产信托(MPT),金融保险,产业资本,未标注,服务商,
Diversified Healthcare Trust,多元医疗信托,金融保险,产业资本,未标注,平台,
Cera,Cera｜英国居家医疗AI,医疗健康;金融保险,产业资本;远程医疗,B2B+B2C,技术服务商,
Clariane,Clariane（原 Korian）,养老住房,养老社区,未标注,服务商,
Emeis (Orpea),Emeis（原 Orpea）,养老住房,养老社区,未标注,制造商(消费品),
BioAge Labs,BioAge Labs｜长寿科技,智能科技;金融保险,产业资本;长寿科技,B2B,投资机构,
Calico,Calico｜Alphabet 长寿实验室,智能科技,长寿科技,未标注,制造商(药),
Unity Biotechnology,Unity 生物科技,智能科技,长寿科技,B2B,投资机构,
Benesse,Benesse｜倍乐生,文娱社交;金融保险,产业资本;教育,B2B+B2C,服务商,
Nichii Gakkan,日医学馆,生活照护;金融保险,产业资本;居家护理,B2C,服务商,
Stannah,Stannah｜楼梯升降,养老住房,适老化改造,B2C,制造商(硬件/设备),
Doro,Doro｜老人手机,养老住房,适老化改造,B2C,制造商(硬件/设备),
Essity,Essity｜添宁母公司,生活照护,专业护理,B2B+B2C,服务商,
Callie Care,Callie Care｜语音AI照护,生活照护,智慧养老,B2B+B2C,技术服务商,
Front Porch,Front Porch｜CCRC,养老住房,养老社区,未标注,服务商,
Visiting Angels,Visiting Angels｜上门照护加盟,生活照护,居家护理,B2C,服务商,
Catalia Health,Catalia 健康,医疗健康;智能科技,AI科技;慢病管理,B2B+B2C,技术服务商,
Uniper,Uniper｜抗孤独虚拟互动,医疗健康;文娱社交,心理健康服务;老年文娱,B2B+B2C,平台,
Rylo,,产业服务;消费品,助听器;感官辅助,B2B+B2C,技术服务商,
Neurable,,生活照护,智慧养老,B2C,服务商,
IO Health,,医疗健康,临终关怀,B2B,技术服务商,
Optain Health,,产业服务;消费品,感官辅助;眼镜,B2B,技术服务商,
Lumata Health,,产业服务;医疗健康;消费品,感官辅助;慢病管理;眼镜,B2B,服务商,
Age Care Labs,,生活照护,居家护理;护理平台,B2B+B2C,服务商,
Uresta,,医疗健康;生活照护,专业护理;女性健康服务,B2B+B2C,服务商,
CareFlick,,智能科技,照护系统,B2B,服务商,
Ubie,,智能科技,AI科技,B2B+B2C,技术服务商,
极壳科技,极壳科技,康复辅具;消费品,外骨骼;智能硬件,B2B+B2C,服务商,
蓓明医疗,蓓明医疗,康复辅具;生活照护,康复;智慧养老,B2B,制造商(硬件/设备),
兴业控股,兴业控股,养老住房;金融保险,产业资本;养老社区,B2B+B2C,服务商,
太医管家,太医管家,医疗健康,远程医疗,B2B+B2C,平台,
深睿医疗,深睿医疗,生活照护,智慧养老,B2B,技术服务商,
杭州微脉,杭州微脉,医疗健康,慢病管理,B2B+B2C,平台,
傲意科技,傲意科技,医疗健康;生活照护,心理健康服务;智慧养老,B2B,制造商(硬件/设备),
星尘智能,星尘智能,智能科技,AI科技;机器人,B2B,服务商,
松延动力,松延动力,智能科技,AI科技;机器人,B2B,服务商,
白马星球,白马星球,文娱社交;智能科技,旅游;照护系统,B2B+B2C,平台,
锋物科技,锋物科技,智能科技,照护系统,B2B,技术服务商,
乐湾养老,乐湾养老,智能科技,数字化,B2B,平台,
中科华意,中科华意,医疗健康;康复辅具;生活照护,康复;心理健康服务;智慧养老;认知症,B2B,制造商(硬件/设备),
阶梯医疗,阶梯医疗,生活照护,智慧养老,B2B,制造商(硬件/设备),
宸汐健康,宸汐健康,医疗健康,健康管理,B2B+B2C,平台,
智医慧云,智医慧云,产业服务,咨询研究,B2B,制造商(药),
泉智博,泉智博,智能科技,机器人,B2B,服务商,
海每康医疗,海每康医疗,康复辅具,康复,B2B,制造商(硬件/设备),
纽聆氪医疗,纽聆氪医疗,康复辅具,康复,B2B,制造商(硬件/设备),
博芮健,博芮健,医疗健康,认知症,B2B,服务商,
Audicus,,产业服务;消费品,助听器;感官辅助,B2C,服务商,
Lexie Hearing,,产业服务;消费品,助听器;感官辅助,B2C,服务商,线上
Audien,,产业服务;消费品,助听器;感官辅助,B2C,服务商,线上
Olive Union,,产业服务;消费品,助听器;感官辅助,B2C,制造商(硬件/设备),
Earlens,,产业服务;消费品,助听器;感官辅助,B2B+B2C,技术服务商,
IrisVision,,产业服务;消费品,感官辅助;眼镜,B2B+B2C,服务商,
eSight,,产业服务;消费品,感官辅助;眼镜,B2C,服务商,
NuEyes,,产业服务;消费品,感官辅助;眼镜,B2C,技术服务商,
WHILL,,消费品,智能硬件;辅具,B2B+B2C,制造商(硬件/设备),
Permobil,,消费品,智能硬件;辅具,B2B,服务商,
Sunrise Medical,,消费品,智能硬件;辅具,B2B,服务商,
ReWalk Robotics,,康复辅具;消费品,外骨骼;智能硬件,B2B,服务商,
Ekso Bionics,,康复辅具;消费品,外骨骼;智能硬件,B2B,服务商,
MindMate,,医疗健康,认知症;认知训练,B2C,服务商,线上
Constant Therapy,,医疗健康;康复辅具,康复;心理健康服务,B2B+B2C,服务商,
HappyNeuron Pro,,医疗健康,认知症;认知训练,B2B,服务商,
CogniFit,,医疗健康,认知症,B2B+B2C,平台,
Dakim,,医疗健康,认知症;认知训练,B2B+B2C,服务商,
BrainHQ,,医疗健康,认知症;认知训练,B2B+B2C,服务商,
The Joy Club,,文娱社交,老年文娱,B2C,服务商,线下
WellSky,,智能科技,照护系统,B2B,服务商,
AlayaCare,,智能科技;生活照护,居家护理;照护系统,B2B,服务商,
CareMerge,,智能科技,照护系统,B2B,平台,
OnShift,,智能科技,照护系统,B2B,服务商,
ClearCare,,智能科技;生活照护,居家护理;照护系统,B2B,服务商,
Medflyt,,智能科技;生活照护,居家护理;护理平台;照护系统,B2B,服务商,
CareJoy,,生活照护,居家护理,B2B,服务商,
Hometeam,,消费品;生活照护,居家护理;智能硬件,B2B+B2C,平台,线上
Clover Health,,金融保险,产业资本;保险,B2B+B2C,服务商,
Alignment Health,,金融保险,产业资本;保险,B2B+B2C,服务商,
CareMax,,金融保险,保险,B2B+B2C,服务商,
Retro Biosciences,,智能科技,长寿科技,B2B,制造商(药),
Life Biosciences,,智能科技,长寿科技,B2B,制造商(药),
Idoven,,医疗健康,健康监测,B2B+B2C,技术服务商,
InsideTracker,,医疗健康;智能科技,健康监测;长寿科技,B2C,服务商,
Function Health,,医疗健康;智能科技,健康监测;长寿科技,B2C,服务商,
Prenuvo,,医疗健康;智能科技,健康监测;长寿科技,B2C,服务商,
Elysium Health,,智能科技;食品营养,营养食品;长寿科技,B2C,服务商,
Peppy,,医疗健康,女性健康服务,B2B,服务商,
Stella,,医疗健康,女性健康服务,B2B+B2C,服务商,
Kinesense,,医疗健康;智能科技,AI科技;健康监测,B2B,服务商,
Cartken,,智能科技,机器人,B2B,服务商,
WalkJoy,,医疗健康,健康监测,B2B+B2C,制造商(硬件/设备),
Kraydel,,医疗健康,健康监测;远程医疗,B2B,服务商,
Tunstall,,医疗健康,远程医疗,B2B,服务商,
Lifted,,医疗健康;智能科技,AI科技;健康监测;远程医疗,B2B,技术服务商,
Capsule,,医疗健康,医疗器械,B2B+B2C,服务商,
EllieGrid,,消费品,智能硬件,B2C,服务商,线上
PharmAdva,,消费品,智能硬件,B2B+B2C,服务商,
Mom's Meals,,医疗健康;食品营养,医疗器械;慢病管理;营养食品,B2B+B2C,服务商,
Silver Cuisine,,食品营养,营养食品,B2C,服务商,
Magic Kitchen,,食品营养,营养食品,B2C,服务商,
Kate Farms,,食品营养,营养食品,B2B+B2C,制造商(消费品),
Solace,,医疗健康;金融保险,临终关怀;健康管理;养老金融,B2B+B2C,服务商,
Butlr,,医疗健康,健康监测,B2B,技术服务商,
Lotus,,医疗健康,女性健康服务,B2B+B2C,服务商,
Guaranteed,,金融保险,养老金融,B2B+B2C,服务商,
Bright,,金融保险,养老金融,B2B+B2C,服务商,
Bluecrest,,医疗健康,健康监测,B2C,服务商,
Hometouch,,生活照护,居家护理,B2B+B2C,平台,
SuperCarers,,生活照护,居家护理;护理平台,B2B+B2C,服务商,
Portever,,养老住房,养老社区,B2B+B2C,平台,
Person Centred Software,,智能科技,照护系统,B2B,服务商,
Mayden,,医疗健康,健康监测,B2B,服务商,
Oomph! Wellness,,医疗健康,健康管理,B2B,服务商,
CareVision,,文娱社交,老年文娱,B2B,服务商,
Strolll,,医疗健康;康复辅具,康复;心理健康服务,B2B+B2C,服务商,
Kaia Health,,康复辅具,康复,B2B+B2C,服务商,线上
星纵物联,星纵物联,医疗健康,健康监测,B2B,服务商,
Medical Guardian,,医疗健康,健康监测,B2C,服务商,
MobileHelp,,医疗健康,健康监测,B2C,服务商,
TytoCare,,医疗健康,远程医疗,B2B+B2C,平台,
九安医疗,九安医疗,医疗健康,医疗器械,B2B+B2C,服务商,
可孚医疗,可孚医疗,医疗健康;康复辅具,健康监测;医疗器械;康复,B2B+B2C,制造商(硬件/设备),
钛米机器人,钛米机器人,智能科技,机器人,B2B,服务商,
LOVOT,,医疗健康;文娱社交;智能科技,心理健康服务;机器人;陪伴机器人,B2C,服务商,
PARO,,医疗健康;智能科技,机器人;认知症,B2B,服务商,
Temi,,智能科技,机器人,B2B+B2C,服务商,
Trust & Will,,医疗健康,临终关怀,B2C,服务商,
Alto Pharmacy,,医疗健康,医疗器械,B2B+B2C,服务商,
EyeQue,,消费品,眼镜,B2C,服务商,
Neurotrack,,医疗健康;智能科技,AI科技;认知症,B2B+B2C,平台,
乐心医疗,乐心医疗,医疗健康;金融保险,产业资本;医疗器械,B2B+B2C,服务商,
三诺生物,三诺生物,医疗健康;金融保险,产业资本;医疗器械,B2B+B2C,服务商,
康泰医学,康泰医学,医疗健康;金融保险,产业资本;医疗器械,B2B+B2C,制造商(硬件/设备),
达闼科技,达闼科技,智能科技,机器人,B2B,服务商,
hear.com,,产业服务;消费品,助听器;感官辅助,B2C,平台,
Amada Senior Care,,生活照护,居家护理,B2B+B2C,服务商,
SCAN Health Plan,,金融保险,产业资本;保险,B2B+B2C,服务商,
翔宇医疗,翔宇医疗,康复辅具;金融保险,产业资本;康复,B2B,制造商(硬件/设备),
伟思医疗,伟思医疗,医疗健康;康复辅具,康复;心理健康服务,B2B,制造商(硬件/设备),
Nymbl Science,,医疗健康,健康监测,B2B+B2C,服务商,线上
EmpowerMe Wellness,,医疗健康;文娱社交;食品营养,健康管理;健身;营养食品,B2B+B2C,服务商,
Clyx,,医疗健康;文娱社交,心理健康服务;社交平台;老年文娱,B2C,技术服务商,
BetterAge,,医疗健康,健康管理,B2B+B2C,服务商,
EnLite Health Solutions,,医疗健康,健康管理;心理健康服务,未标注,服务商,
AIM,,生活照护,智慧养老,未标注,技术服务商,
Qida,,医疗健康,健康管理,未标注,服务商,
Jubo,,智能科技,AI科技;照护系统,未标注,技术服务商,
Kuvu,,智能科技,照护系统,未标注,服务商,
Watcherr,,医疗健康,健康监测,未标注,技术服务商,
Cuidum,,生活照护,居家护理;护理平台,未标注,服务商,
Lola Cares,,医疗健康;文娱社交,心理健康服务;陪伴机器人,未标注,技术服务商,
PointClickCare,,智能科技,照护系统,未标注,服务商,
Vestwell,,金融保险,养老金融,B2B,服务商,
Capital Rx,,金融保险,养老金融,未标注,服务商,
Warren,,金融保险,养老金融,未标注,服务商,
Pensionbox,,金融保险,养老金融,未标注,服务商,
缘和银发,北京缘和银发经济科技有限公司,文娱社交,教育;老年文娱,未标注,平台,
中旅好时光,中旅好时光,文娱社交,旅游,未标注,服务商,
小诺家护,小诺家护,医疗健康;康复辅具;生活照护,居家护理;康复;远程医疗,未标注,平台,线上
小橙集团,小橙集团,智能科技,数字化,未标注,服务商,
脂代科技,脂代科技,食品营养,营养食品,未标注,制造商(消费品),
沐之爱,沐之爱,智能科技,照护系统,未标注,平台,
华康岛,华康岛,养老住房,适老化改造,未标注,服务商,
伊维养老,伊维养老,养老住房;医疗健康,健康监测;适老化改造,未标注,服务商,
