serial,name,tag_l1,tag_l2,desc_len,desc_preview,desc_cn_len,desc_cn_preview,rv,sig,total,has_recommend,reco_len
#0626,AssistMe,行业服务,养老软件,101,德国柏林的护理数字化 SaaS 厂商。核心产品 alea 系统：基于传感夹+IoT+AI，实时监测失禁状态、跌倒与体位并自动生成护理记录，已获 CE 医疗器械认证，服务多家养老院。B2B 护理机构软件,14,B2B/B2C 银发行业服务,39.6,0.55,5.9,True,122
#0762,LifeBio,养老服务,认知训练,101,LifeBio 是一家生命故事回忆疗法平台，通过引导式提问帮助老年人记录人生故事，向养老机构、医疗保健组织和家庭用户以订阅方式提供。其核心亮点是将回忆疗法用于认知激活与个性化照护，已被较多养老社区采用,115,面向养老机构与照护组织的回忆疗法平台：用引导式提问帮老人以语音记录人生故事与照护偏好，生成可被团队查阅的'护理快照'与生命故事书，按机构订阅收费并衍生MyHello自动电话探访。核心价值是用叙事改善认,49.1,1.05,7.7,True,72
#0896,vermut,文娱社交,社区,101,vermut 是一个面向 55 岁以上人群的抗孤独社交平台，通过本地活动与兴趣小组帮助中老年人建立线下联结，在西班牙与美国运营、用户约 10 万。亮点是用'本地活动+社区'而非纯线上聊天来真正减少孤独,87,面向五十五岁以上人群的抗孤独社交平台，用本地活动与兴趣社群帮中老年人建立线下联结，在西班牙与美国运营、用户约十万，亮点在用线下活动真正减少孤独，而非停留在线上聊天的浅层社交。,49.6,0.55,7.5,True,86
#0907,Vori Health,养老服务,远程医疗,101,2020年创立、2025年B轮获5300万美元的肌骨整合照护平台，全美首个医生主导模式让MD与物理治疗师同次问诊消除转诊等待，服务Fortune 200企业与健康险；差异在把肌骨疼痛做成高价值医疗护理,101,2020年创立、2025年B轮获5300万美元的肌骨整合照护平台，全美首个医生主导模式让MD与物理治疗师同次问诊消除转诊等待，服务Fortune 200企业与健康险；差异在把肌骨疼痛做成高价值医疗护理,63.7,5.55,12.3,True,195
#0109,初新养老,行业服务,养老信息平台,102,初新养老是初新信息技术（上海）旗下的一站式养老信息咨询平台，链接C端老人与B端养老机构，提供免费养老顾问、机构匹配与会员权益。其合作养老机构5000+、注册用户20万，曾于2021年完成Pre-A轮融,108,一站式养老信息咨询平台，对标美国APFM，通过线上平台与线下“考察团”链接养老家庭与全国5000余家机构，提供免费顾问与机构匹配及含25项权益的会员服务，2023年起与中国人寿合作。收入来自C端会员费,40.7,0.55,6.2,True,106
#0218,时尚奶奶团,文娱社交,短视频,102,2019年成立于北京的银发女性时尚IP与社群平台，由平均年龄65岁以上女性组成，通过旗袍走秀、直播带货与形体培训商业化，全网粉丝超3000万。 （AgeClub供需对接补充：100 个中老年 IP 矩,152,时尚奶奶团2019年成立于北京，由90后团队打造，签约平均年龄约65岁的奶奶达人，以旗袍走秀、形体教学与直播内容触达全网近两千万粉丝（以50岁以上中高端女性为主），推出365元/年会员俱乐部与直播带货,44.7,0.55,6.8,True,79
#0592,IBM,文娱社交,就业,102,IBM（国际商业机器公司）是全球领先的企业级信息技术与咨询服务巨头（1911年成立），业务涵盖混合云、人工智能（Watson）与行业解决方案，其AI与物联网技术亦被应用于智慧养老、远程医疗与适老科技场,24,科技公司，设有职场回归项目吸纳职业中断的资深人才,38.7,0.55,5.9,True,71
#0843,Senior.com,消费品,电商,102,Senior.com 是一家面向老年人和照护者的电商平台，销售助行、居家安全、康复等适老产品，成立于 2004 年、总部加州尔湾，靠商品销售营利。亮点是较早专注银发垂直电商，形成稳定的适老用品选品与复,93,面向老年人与照护者的垂直电商平台，2004年创立于美国加州，销售助行、居家安全与康复类适老用品，靠商品零售与机构集采营利，形成稳定的适老选品与会员复购，是较早专注银发垂直电商的渠道品牌。,43.7,0.55,6.4,True,113
#0043,颐讯,行业服务,养老软件,103,惠州颐讯信息技术（2009年成立）是养老运营管理信息系统软件商，核心产品「颐康养老运营管理信息系统」覆盖评估、入住、护理、医疗、餐饮、财务等模块。其软件已助力全国28个省市超25万张养老床位实现信息化,119,专注养老机构运营管理信息化，核心产品「颐康养老运营管理信息系统」含营销、护理、评估、收费等30多个功能模块及家属端、护工端、长者端多款应用。已服务全国28个省市超3000家机构、管理床位超25万张，以,41.6,0.55,6.2,True,103
#0046,麦麦养老,行业服务/康复辅具,养老软件/跌倒监测,103,麦麦养老是智慧照护解决方案商，采用B2B2C模式，提供「云+端」智慧照护系统与跌倒报警、室内定位等智能硬件，覆盖机构/社区/居家养老。其业务已进入30城并出口欧洲、日本，曾获招商局创投A轮3000万元,138,面向中高端养老机构、社区与居家的智慧照护解决方案商，提供云加端软硬件一体化系统：智能手表、床垫、呼叫器等硬件采集数据，算法输出跌倒报警、走失定位等功能。收入来自智能硬件销售与SaaS订阅服务，客户以B,45.7,0.55,6.9,True,72
#0140,复星保德信,金融保险,保险,103,复星保德信人寿是复星与保德信合资的寿险公司（2012年成立），聚焦「一老一小」构建「星享寿」等养老生态，打通「社区+保险」场景。其2025年保险业务收入126亿元，推出数十款适老化养老/医疗/疾病保险,111,复星保德信人寿为复星与保德信合资寿险公司，依托双方股东资源，围绕健康、养老、教育与财富、欢乐五大主题搭建服务生态，主推星享寿养老方案与星海赢家分红年金，保费为主要收入来源；其2025年保费规模达126,44.6,0.55,6.7,True,75
#0147,天天好,食品营养,营养食品/保健品,103,武汉天天好生物制品（1996年成立）是中国多肽营养学开创者，集多肽原料生产、研发与全球销售于一体，产品含大豆肽、胶原肽、白蛋白多肽等功能性营养品与特医食品。其拥有中国多肽产业园，产品服务全球1.7亿消,95,面向全球的功能性多肽原料与健康食品研发生产商，主营血蛋白低聚肽等原料及'十二新经方'食养系列，通过原料供应、配方研发、成品定制与一站式OEM/ODM跨境代工盈利，服务老年营养与特医食品客户。,46.8,0.6,7.0,True,98
#0173,小柏家护,养老服务,居家护理,103,小柏家护是互联网+医养照护上门服务平台（宁波小柏家护信息技术），自建数千名持证照护师队伍，通过微信下单、平台智能派单为老人及病患提供医院陪护与居家护理，已覆盖长三角、成渝等约15城，累计服务超700万,127,面向失能半失能及术后长者的“互联网+医养照护”上门服务商，通过微信O2O平台派单，输出医院陪护、居家照护与社区养老全场景服务，自有数千名经500+课时培训的持证照护师。收入来自家庭自费订单、B端机构采,45.7,0.55,6.9,True,89
#0278,盛美诺,食品营养,膳食补充剂,103,北京盛美诺生物技术有限公司是国家级专精特新高新技术企业，专注生物活性肽（鱼胶原蛋白肽、非变性II型胶原蛋白、软骨肽等）研发生产，为食品、保健、美容、医药企业提供原料，安徽淮北基地年产能6500吨，出口,12,生物活性肽原料研发生产商,32.6,0.55,4.9,True,87
#0282,神探伍伍,食品营养,糖尿病/营养食品,103,神探伍伍是上海碳求健康科技旗下的低GI健康食品全产业链品牌，覆盖低GI主食、烘焙、零食、冲调饮品，采用C端平价+B端贴牌代工双轮驱动，线下入驻永辉、盒马等万家门店，2024年获低GI烘焙线下销售额全国,104,神探伍伍是上海碳求健康科技旗下的低GI健康食品全产业链品牌，覆盖低GI主食、烘焙、零食与冲调饮品，采用C端平价加B端贴牌代工双轮驱动，线下入驻永辉、盒马等万家门店，2024年拿下低GI烘焙线下销售额全,45.7,0.55,6.8,True,107
#0524,Lyft Health,养老服务,适老化,103,Lyft Health 是网约车平台 Lyft 的医疗出行（非紧急医疗转运，NEMT）业务线，与医疗机构、健康险公司及政府医保计划合作，为老年患者、Medicaid 参保人等提供就医接送与医疗物资配送,8,医疗场景用车服务,38.7,0.55,5.9,True,72
#0844,SeniorCare.com,行业服务,养老信息平台,103,SeniorCare.com 是一个养老资源信息门户，汇总辅助生活、居家照护等服务商信息并提供筛选与指南，还设有奖学金与老龄化专家委员会，靠广告/服务商入驻营利。亮点是把分散的养老选择做成可检索的决策,91,SeniorCare.com是面向家庭的养老护理信息平台，帮助用户查找、比较养老机构与服务商并查看评价，提升养老决策透明度，覆盖海外多个地区，属养老信息中介服务，连接家庭与照护资源。,46.6,0.55,7.1,True,74
#0022,易得康,养老服务,护士上门/居家护理,104,易得康是国内医疗照护连锁机构，引入美国CNA照护标准，为出入院患者及居家长者提供护士/照护师上门服务、长护险定点护理与陪医就诊。其业务网络覆盖全国56城，护理站多为上海长护险定点机构，个人仅需承担10,124,全国连锁医疗照护机构，引入美国CNA照护标准与CareLinx数字化监管系统，为出入院患者及居家长者提供起居照料、临床护理与康复指导。长护险服务个人仅承担10%，其余由基金支付。收入来自长护险结算与自,41.6,0.55,6.3,True,75
#0136,嘉堡护理,养老服务,居家护理/护士上门,104,嘉堡护理（2013年试运营）是从医院陪护起家的专业护理服务机构，提供医院护工、居家护理（母婴/养老/全失能护理、长护险、护士上门）与月嫂产后修复。其自营员工制护理人员近3万，覆盖近20个省会城市与几十,81,采用自营员工制的护理服务机构，提供医院陪护、居家养老护理与母婴护理，并承接多地长护险与护士上门服务，收入来自护理服务费，管理近3万服务人员、覆盖近20个省会城市。,43.7,0.55,6.5,True,82
#0394,可靠护理,消费品,尿失禁/纸尿裤,104,可靠护理（2001年成立，创业板'老年护理第一股'301009）是国内成人失禁用品综合排名第一企业，以自主品牌'可靠'+ODM双轮驱动，手握207项专利、电商类目十年第一，差异化在把失禁耗材做成高频刚,104,可靠护理（2001年成立，创业板'老年护理第一股'301009）是国内成人失禁用品综合排名第一企业，以自主品牌'可靠'+ODM双轮驱动，手握207项专利、电商类目十年第一，差异化在把失禁耗材做成高频刚,64.7,6.55,12.8,True,120
#0872,Strive Health,养老服务,慢病管理,104,Strive Health（2018年成立，2025年D轮5.5亿美元、估值18亿）是价值导向肾脏护理全国领导者，管CKD→ESKD全旅程、年管理近50亿美元支出、服务14.5万+患者，差异化在风险分,104,Strive Health（2018年成立，2025年D轮5.5亿美元、估值18亿）是价值导向肾脏护理全国领导者，管CKD→ESKD全旅程、年管理近50亿美元支出、服务14.5万+患者，差异化在风险分,55.1,5.05,10.5,True,83
#0211,振邦,康复辅具,助行器/护理床,105,衡水振邦医疗器械有限公司成立于2015年，位于河北衡水，主营Ⅰ类医疗器械生产与销售，产品包括护理床、助行器、拐杖、手杖、座便椅、陪护椅等康养辅具，服务于医院、养老院等机构，多次参与民政设备与救灾物资采,126,主营Ⅰ类医疗器械的康养辅具制造商，产品含护理床、助行器、拐杖、座便椅等，面向医院、养老院等机构客户，并多次参与民政设备与救灾物资采购招投标。收入来自B端机构采购与政府采购。直接服务老年及失能人群，属银,34.7,0.55,5.1,True,78
#0289,福康通,养老服务,适老化,105,南京福康通健康产业有限公司是智慧健康养老企业，中国居家适老化改造开创者之一，业务覆盖23省192城，提供适老化改造、居家上门照护、长护险服务、家庭养老床位、康复辅具租赁及智慧养老平台建设，拥有213项,105,居家适老化改造与智慧养老综合服务商，业务覆盖23省192城，手握213项专利与知识产权，提供改造、上门照护、长护险、家庭养老床位与辅具租赁。收入来自政府项目与家庭自费。银发价值在把适老改造与居家养老一,52.7,0.55,7.8,True,84
#1168,Cera,养老服务/金融保险,远程医疗/保险,105,英国最大数字化居家医疗提供商，伦敦创立(2016)，以 AI 平台调度护工、远程监测与远程医疗，累计融资约 4.21 亿美元（含 2025-01 与 2026-05 两轮各 1.5 亿美元 Serie,144,英国数字化居家医疗运营商，以预测式AI（防跌倒/防住院）调度万名护工并配合远程监测与远程问诊，向老年与失能人群提供到家照护。收入来自NHS/地方议会公共支付、个人自费与保险，月均250万次上门访视、年,65.7,4.55,12.0,True,138
#0453,方文咨询,行业服务,养老咨询,106,方文咨询是一家关注养老产业创新与创业的咨询/研究服务机构，为养老企业提供产业研究、市场分析与战略/投融资顾问内容，常在养老行业媒体发表养老公司研究与市场观察文章，覆盖社区居家养老、机构养老及康养互联网,24,养老行业运营咨询，聚焦机构运营提升、公建民营投标,24.6,0.55,3.8,True,106
#0954,Enhabit,养老服务,安宁疗护,106,Enhabit（NYSE: EHAB）是美国全国性的居家健康与临终关怀服务商，在 34 个州运营约 255 个居家护理点和 112 个临终关怀点，靠医保与服务收费。亮点是居家医疗+安宁疗护双线布局的上,146,2022年从医疗集团分拆在纽交所上市的居家医疗与安宁疗护运营商，在34个州运营约255个居家护理点与112个安宁疗护点。收入来自Medicare/Medicaid及服务收费，临终板块连续增长。核心银发,64.7,7.05,13.2,True,92
#1404,旧改适老化翻新,养老服务,适老化,106,"一年一个城市旧改流水9700万，老旧厨房翻新3-7天完成。不砸墙无尘不扰民
【提供资源】浙江，江苏两个省旧改团队48小时响应
【需求资源】旧改施工业务合作，适老化供应链植入，能掌握项目经理的实体建材老",6,聚焦适老化的,39.6,0.55,5.9,True,103
#1537,武汉蓝波旺科技有限公司,食品营养/消费品,保健品/电商,106,"视频号滋补类目头部，年销售额近亿
【提供资源】视频号精准高客单私域用户，石斛、紫苏籽油、刺梨等客单 200-1000 不等电商精准客户
【需求资源】针对 50-70 岁女性用户，私域后端稳定且经过验证",6,聚焦保健品的,41.6,0.55,6.2,True,70
#0019,心智青,文娱社交,教育/文娱,107,心智青（2020年前后创立于济南）是中老年文娱教育连锁品牌，开设声乐、舞蹈、瑜伽、新媒体运营等49门适老化课程，全国直营与合作校区超500家。其以教育+活动为纽带，通过私域直播与商城延伸出旅游、电商等,117,中老年文娱教育连锁品牌，开设舞蹈、声乐、器乐、书画等49门适老化课程，以城市社区直营与加盟校区触达用户，并通过私域直播与商城延伸至旅游、电商。收入来自课程费、会员费与衍生消费。银发价值在以线下强信任社,42.7,0.55,6.5,True,118
#0027,特霍芬,养老服务,认知筛查/认知训练,107,特霍芬研发认知障碍数字筛查与训练系统TCSA，包含线上认知训练TCSA-Bot、社区筛查工具箱TCSA-Mob、站立式自主评估一体机TCSA-Com及团体康复训练系统TCSA-Med，服务于阿尔茨海默,133,与上海市精神卫生中心联合研发TCSA认知筛查系统，以电子游戏式交互在3分钟内完成阿尔茨海默病风险初筛，敏感性85.3%、特异性95.1%。产品已纳入蓝皮书推荐并在上海社区常态化使用，同时作为太平洋保险,42.7,0.55,6.6,True,94
#0074,乐陪护,养老服务,居家护理/陪诊,107,乐陪护是重庆天杰后勤管理有限公司旗下品牌，提供医院住院陪护、上门护理、长护险服务与院内陪诊，配套「乐陪诊」「乐管家」子品牌。其服务团队近1400人，合作医院29家，以「一家医院一个服务团队」模式覆盖重,114,扎根重庆的医院陪护与居家护理服务商。以三大子品牌覆盖院内陪护、就医陪诊与居家养老照护，采用「一院一队」驻点+员工制培训，收入来自护工服务费与长护险结算。银发价值在打通住院到居家的专业护理链条，对应国内,42.7,0.55,6.5,True,90
#0080,享佳健康,消费品/食品营养,电商/保健品,107,享佳健康（2007年成立，南京）是国内老年大健康电商平台，以电话/直邮+会员电商模式销售保健品、健康产品，注册会员超2600万。近年其拓展银发AI陪伴机器人、康养游学与健康管理，并投资8亿元布局养老机,126,面向银发人群的大健康会员电商平台。从直邮模式迭代到「商品+健康管理+智能硬件」生态，售保健品、适老商品并提供健康咨询，自研CRM做会员分层，收入来自商品销售与会员服务。银发价值在把健康服务做成可信赖的,45.7,0.55,6.8,True,76
#0097,佰丝堂,消费品,个人护理,107,佰丝堂（2007年创立于浙江金华）是国内聚焦中老年假发的标杆品牌，主营女士/男士/补发片等全系列，主打遮白发、增发量等功能性假发。其以电商为主要渠道，曾连续多年蝉联电商假发类目销量前列，并与全国300,139,专注中老年功能性假发，以全真发材质与手织、递针工艺生产遮白发、增发量类发套，覆盖妈妈款、男士款及化疗光头适用款。通过京东、淘宝官方旗舰店直销并合作全国300余家实体门店，客单价从百元到近两千元。收入来,43.7,0.55,6.5,True,117
#0141,夕阳红,康复辅具,医疗器械,107,广州夕阳红医疗用品（2004年成立）是家用医疗器械代理与销售商，经营康复器材、理疗仪器、检测仪器、护理用品等3000+种产品，合作欧姆龙、鱼跃、强生等厂家。其在广东、福建拥有12家直营专卖店，面向中老,78,家用医疗器械代理销售商，汇集欧姆龙、鱼跃、强生等3000余种血压计、血糖仪、轮椅、护理床等中老年康复护理用品，以广东福建12家直营店与办事处做区域终端网络。,36.6,0.55,5.5,True,96
#0633,because,消费品,尿失禁,107,2019年创立、累计融资约6500万美元的成人失禁DTC品牌，主打膀胱渗漏用品(最高吸收6杯、PFAS-Free、FSA/HSA可用)，DTC订阅加沃尔玛/CVS等线下双渠道；差异在消费级失禁用品的品,107,2019年创立、累计融资约6500万美元的成人失禁DTC品牌，主打膀胱渗漏用品(最高吸收6杯、PFAS-Free、FSA/HSA可用)，DTC订阅加沃尔玛/CVS等线下双渠道；差异在消费级失禁用品的品,44.6,2.55,7.8,True,70
#0809,Omena,消费品,更年期,107,Omena 是一家法国女性更年期健康 App（FemTech），提供症状追踪、个性化建议与远程健康指导，以订阅制面向用户收费，曾获约 98.8 万欧元种子轮融资。亮点是把更年期这一被忽视阶段做成数字化,17,B2B/B2C 女性健康医疗/服务,41.6,0.55,6.2,True,123
#0897,Vi Health,消费品,更年期,107,Vi Health 是一家荷兰更年期健康平台，面向职场女性提供症状管理与健康指导，作为企业员工健康福利（B2B2C）向雇主销售，总部鹿特丹、融资约 130 万欧元。亮点是把更年期支持嵌入企业福利，填补,89,荷兰更年期健康平台，面向职场女性提供症状管理与健康指导，作为企业员工健康福利向雇主销售，总部鹿特丹，亮点在把更年期支持嵌入企业福利、填补职场健康里的空白，触达效率远高于直接获客。,49.6,0.55,7.5,True,78
#0981,Amba,养老服务,远程护理,107,Amba 是一款面向养老社区的被动式传感监测 SaaS，通过床垫/环境传感器追踪睡眠、活动与生命体征并预警跌倒，配 HeyAmba AI 生成照护洞察，按机构订阅收费。亮点是用无穿戴、不打扰的方式实现,89,面向养老社区的被动式传感监测SaaS，用床垫与环境传感器追踪睡眠、活动与体征并预警跌倒，配AI生成照护洞察，按机构订阅收费，亮点在无穿戴、不打扰的持续监护，降低老人对设备的抵触。,49.6,0.55,7.5,True,108
,成都汇鸿科技集团有限公司,养老服务,适老化,107,成都汇鸿科技集团有限公司：教育、医疗、养老为核心的共同空间家具研发、制造、销售与空间研究设计的一体化服务商，整合产品供应链及完善招投标资质。以自主研发与生产制造为核心，面向B端机构与终端银发消费群体提,107,成都汇鸿科技集团有限公司：教育、医疗、养老为核心的共同空间家具研发、制造、销售与空间研究设计的一体化服务商，整合产品供应链及完善招投标资质。以自主研发与生产制造为核心，面向B端机构与终端银发消费群体提,,,,True,152
#0018,彩视,文娱社交,短视频/兴趣社群,108,彩视是迅捷联动（北京）科技推出的音乐相册与短视频创作App，主要面向中老年用户，提供海量模板一键生成MV、兴趣群组与直播功能，累计约3000万同龄用户。它以极简操作和怀旧社区氛围，成为中老年表达与社交,114,面向中老年群体的音乐相册与短视频创作分享社区，提供素材库一键生成动感相册与音乐电影，并主打KTV式老歌直播的强互动氛围。收入来自个人会员与直播打赏。银发价值在契合老人怀旧与同好社交需求，以低门槛创作工,38.7,0.55,5.8,True,85
#0144,天华设计,养老服务,适老化,108,上海天华建筑设计旗下「天华医养」团队自2010年起深耕养老设计，提供养老产业研究、养老规划建筑设计与运营咨询，代表作含泰康之家·燕园、太保家园、万科怡园等。其以适老化建筑研究引领养老地产设计，参与多项,87,建筑设计公司的医养设计团队，专注养老社区与适老化建筑设计，代表作泰康之家·燕园、楚园及华润、越秀等旗舰养老项目，并参与多项适老化标准制定，收入来自设计咨询费与全过程顾问服务。,43.7,0.55,6.7,True,92
#0146,天壹智慧,养老服务/金融保险,居家护理/养老机构/长护险,108,南京天一智慧养老（2019年成立）是以信息化为特征的新型养老服务公司，集居家、社区、机构三大业务板块，提供线上点单小程序、分层需求匹配与长护险服务。其多次中标医院免陪照护与长护险定点项目，覆盖江苏、安,75,智慧养老与居家上门服务运营商，以信息化平台承接多地民政局居家养老与长护险服务，提供线下实体服务、老人位置采集与服务平台监管，收入来自政府养老服务采购。,42.7,0.55,6.5,True,70
#0396,孝爱宝,行业服务,养老信息平台,108,"孝爱宝是湖北孝爱智慧养老有限公司推出的智慧养老服务平台，运用互联网、大数据与人工智能，以""六助""（助餐、助浴、助洁、助急、助医、助乐）为重点，为60岁以上老人提供居家、社区及机构养老的一键式服务、慢病",13,智慧养老一键式居家服务平台,35.7,0.55,5.5,True,79
#0577,软银愿景基金,投资机构,VC,108,软银愿景基金（SoftBank Vision Fund）是软银集团于2017年设立的千亿美元级全球科技投资基金，由孙正义主导，广泛投资AI、芯片、出行与前沿科技，并布局了护理机器人、数字健康与养老科技,15,软银旗下风投基金，投资Papa,42.7,0.55,6.4,True,117
#1159,The Ensign Group,养老服务,安宁疗护,108,美国西部领先的专业护理院与康复服务商，纳斯达克代码 ENSG，并分拆出 CareTrust REIT 与 Pennant Group；2026-07 经 REIT 收购得州 2 家养老院（250 床）,134,自营并收购护理院、康复医院与临终关怀机构的运营商，为失能及术后老人提供长期照护、康复理疗与舒缓疗护。收入来自政府Medicare/Medicaid报销、个人自付及机构运营服务费，采用“运营+持有”分离,63.7,6.55,12.6,True,92
#1373,北京寿山福海养老集团,养老服务,养老机构,108,"公司在北京运营3家5星级养老机构，床位1800张，入住率90%以上，具有强大的养老运营能力。
【提供资源】养老运营服务（托管或直营）、养老项目选址投资
【需求资源】100床以上的养老项目资源；愿意投资",7,聚焦康养地产的,39.6,0.55,5.9,True,68
#1376,兰州机场佰翔酒店,养老服务,康养地产,108,"兰州新区规模最大的准五星级酒店，今年底即将开业
【提供资源】酒店自身及上下游资源，酒店拥有客房558间+中餐厅、西餐厅、特色餐厅+2个千平米宴会厅等
【需求资源】银发经济关联产业资源皆可以对接，如旅居",5,聚焦旅游的,41.6,0.55,6.2,True,86
#1508,艾年,行业服务,行业媒体,108,"银发经济商业媒体
【提供资源】媒体宣传、采访
【需求资源】1、想约老年护理服务（尤其是居家）领域的头部公司，做一个专题系列采访；
2、大家有哪些感兴趣的公司，也欢迎推荐，我们尝试约一下；
3、欢迎探索",7,聚焦行业媒体的,41.6,0.55,6.2,True,124
#0068,中匠福,养老服务,适老化,109,广东中匠福（2004年创立）是适老化全产业链企业，研发生产适老家具、卫浴、辅具与智能化产品，并提供适老化改造与养老机构整体空间方案。其拥有5.3万㎡生产基地，合作养老机构3000+，参与制定多项适老家,195,广东中匠福健康产业股份有限公司前身2004年创立，总部广州白云，董事长李志业。主营适老化家具、卫浴、辅具、护理床及居家适老化改造，按'设计-生产-安装'一站式交付。近100项适老专利，参编《适老家具通,49.6,0.55,7.5,True,78
#0128,和乐春晖,消费品/养老服务,电商/适老化,109,上海和乐春晖（2021年成立）是数字驱动的适老化品牌孵化与新零售公司，聚焦50–65岁活力老年人群，以大健康产品为核心构建S2B2C数字化平台。其自研SaaS化SCRM+CDP系统，通过私域电商与适老,92,适老化大健康品牌孵化及新零售数字平台，聚焦50-65岁活力老人，以S2B2C模式整合私域电商、供应链与自研SCRM+CDP系统，通过2000名KOC小B合伙人分销适老功能性食品等品类。,45.7,0.55,6.9,True,96
#0181,康乐龄,食品营养,功能性食品,109,康乐龄（香港Asaptic Ltd旗下SeniorDeli）是专注吞咽障碍的功能性食品社会企业，研发保留食物原貌的“易食软餐”、增稠剂与软化粉，服务大湾区200余家医院及养老机构，曾获上海老年福祉产品,128,源自香港的社会企业，专注吞咽障碍功能性食品，以超声波辅助酶与真空浸渍技术制作“原貌软餐”及凝固粉、软化粉等，覆盖国际吞咽难度分级体系多等级。收入来自医院与养老机构采购及家庭订阅。银发价值在让吞咽困难的,51.6,0.55,7.8,True,93
#0271,百合康,食品营养,维生素矿物质/膳食补充剂,109,百合康是威海百合生物技术股份有限公司（A股603102）旗下的全家型营养保健食品品牌，可生产软胶囊、片剂等10余种剂型、4000余种膳食营养补充剂（鱼油、氨糖、维生素、叶黄素等），产品出口70余国，为,16,全家型营养保健食品制造商（A股）,37.6,0.55,5.5,True,148
#0766,Livara Health,养老服务,康复医疗,109,Livara Health（2020年成立，融资1500万美元）以'分包干'承接合作方肌骨总费用，提供端到端多学科康复，2024年近400万可服务会员、17年累计服务12万+患者，差异化在用理赔数据识,109,Livara Health（2020年成立，融资1500万美元）以'分包干'承接合作方肌骨总费用，提供端到端多学科康复，2024年近400万可服务会员、17年累计服务12万+患者，差异化在用理赔数据识,42.6,2.55,7.5,True,121
#0835,SafelyYou,康复辅具,跌倒监测,109,SafelyYou 是一家用 AI 视频识别预防老年人跌倒的公司，在养老/记忆照护社区部署摄像头实时检测跌倒并报警，宣称准确率约 99%，按机构订阅收费。亮点是用计算机视觉把跌倒事后处置前移到事前预防,119,面向记忆照护、辅助生活等养老机构的AI跌倒管理方案：在老人居室部署壁挂摄像头，用计算机视觉只在跌倒瞬间抓拍片段并实时告警护理员，配套跌倒复盘会与数据分析。按房间或机构订阅收费。核心银发价值在解决失智老,53.7,2.55,9.2,True,125
#0847,SeniorSafetyAdvice,行业服务,养老咨询,109,SeniorSafetyAdvice 是由职业治疗师（OT）创办的老年居家安全科普网站，提供适老化改造、防跌倒与居家养老的指南与产品评测，靠内容与联盟营销获利。亮点是用专业视角产出可信的居家安全信息，,102,SeniorSafetyAdvice是面向长者与照护者的安全健康信息平台，提供防跌倒、用药安全与居家风险科普内容，连接家庭、护理员与专业资源，属养老咨询类的知识服务，覆盖海外多个社区，降低家庭照护信息,46.6,0.55,7.1,True,83
#0887,Tuesday Health,养老服务,安宁疗护,109,Tuesday Health 是一家按价值付费的安宁/缓和疗护服务集团，为重病老人提供线下+远程的缓和医疗与临终关怀，已与 Humana、Buckeye 等支付方合作。亮点是把缓和疗护做成可规模化的按,19,B2C/B2B 临终关怀/舒缓疗护服务,39.6,0.55,5.9,True,95
#0911,Waterlily,养老服务,护理协调,109,Waterlily（2021年成立，种子轮700万美元）用基于5亿+数据点的AI预测个体长护发生时点、强度与费用，B2B SaaS订阅+保单撮合、已签Prudential等8家险企，差异化在把长护风险,109,Waterlily（2021年成立，种子轮700万美元）用基于5亿+数据点的AI预测个体长护发生时点、强度与费用，B2B SaaS订阅+保单撮合、已签Prudential等8家险企，差异化在把长护风险,47.7,1.55,7.8,True,83
#0061,万德厨,消费品/食品营养,智能硬件/养老膳食,110,深圳万德厨科技是AIoT烹饪科技公司，核心产品为万得厨AI智能烹饪机与无人厨房，并运营「万德厨爱心食堂」数智化老年助餐服务。其「生鲜+智能烹饪+政府在线化管理」模式已在广西、广东等地落地120+爱心食,137,以AIoT智能烹饪为核心的老年助餐方案商，用'智能烹饪设备+即烹生鲜速冻食品+数字化平台'在村镇社区运营爱心食堂，无需厨师即可当天投放。收入来自硬件销售、生鲜供应链与政企公益合作分成。银发关联在解决农,52.7,0.55,7.8,True,98
#0137,嘉年乐,养老服务,适老化,110,嘉年乐（2011年成立，上海）是老年用品与适老化综合服务商，运营嘉年乐老年商城，产品含适老家具、康复器材、助行移动（助行器/拐杖/代步车）、健康监测、入浴如厕辅助与护理床。其同时提供养老机构设施设备配,81,老年用品综合服务商，运营嘉年乐老年商城销售助行、康复、监测等十大类适老商品，同时提供居家适老化改造与养老机构设施设备集采，服务华润、国药、光大等多家头部康养机构。,36.6,0.55,5.5,True,93
#0867,Starling Medical,养老服务/消费品,慢病管理/远程医疗/智能硬件,110,2020年成立、获680万美元融资(YC W22、AARP背书)的医疗科技公司，将家用尿检设备UrinDx嵌入马桶，每次如厕自动光谱扫描尿液并由护理团队夜间预警，试点已获Medicare等报销；差异在,110,2020年成立、获680万美元融资(YC W22、AARP背书)的医疗科技公司，将家用尿检设备UrinDx嵌入马桶，每次如厕自动光谱扫描尿液并由护理团队夜间预警，试点已获Medicare等报销；差异在,34.6,1.55,5.9,True,90
#1511,深圳市顶佳医疗科技有限公司,行业服务/养老服务,养老软件/适老化,110,"智慧养老数智化整体方案商（智能化终端产品️、数字化管理平台、远程化手机应用️、专业化服务方案）认知症评估康复训练、适老化改造辅具销售、智能穿戴产品开发定制…
【提供资源】智能硬件供应链
【需求资源】康",7,聚焦医疗器械的,39.6,0.55,5.9,True,186
